"reserve_id","hotel_id","customer_id","reserve_datetime","checkin_date","checkin_time","checkout_date","people_num","total_price"
r1116,h_60,c_272,2016-04-24 05:20:47,2016-05-24,12:00:00,2016-05-25,3,35100
r1117,h_146,c_272,2016-05-29 17:45:36,2016-06-24,12:30:00,2016-06-26,3,255600
r1118,h_273,c_272,2016-08-30 00:39:27,2016-09-21,12:00:00,2016-09-23,1,89800
r1119,h_32,c_272,2017-03-22 11:47:47,2017-04-17,09:00:00,2017-04-20,1,42900
r1120,h_261,c_272,2017-07-06 13:09:24,2017-07-31,12:30:00,2017-08-02,4,82400
r1121,h_296,c_273,2016-02-20 17:40:49,2016-03-02,12:30:00,2016-03-05,4,206400
r1122,h_202,c_273,2016-04-24 18:45:33,2016-05-11,10:30:00,2016-05-13,2,58000
r1123,h_126,c_273,2016-10-03 20:32:02,2016-10-05,12:00:00,2016-10-06,1,19100
r1124,h_162,c_273,2016-11-03 23:52:42,2016-11-04,11:00:00,2016-11-07,4,126000
r1125,h_203,c_273,2017-01-23 16:39:51,2017-02-02,12:30:00,2017-02-03,2,55800
r1126,h_20,c_273,2017-06-23 02:02:32,2017-07-02,12:30:00,2017-07-05,2,42600
r1127,h_110,c_273,2017-08-25 10:56:17,2017-09-15,11:30:00,2017-09-16,3,79200
r1128,h_263,c_273,2017-12-15 04:51:04,2017-12-15,12:30:00,2017-12-17,1,45800
r1129,h_6,c_274,2016-05-07 02:43:58,2016-05-09,10:30:00,2016-05-10,3,148500
r1130,h_57,c_275,2016-05-24 13:10:57,2016-05-26,10:30:00,2016-05-28,3,246000
r1131,h_174,c_275,2016-08-18 05:23:41,2016-09-07,11:30:00,2016-09-08,1,22000
r1132,h_107,c_275,2016-12-22 23:53:00,2017-01-11,12:00:00,2017-01-13,2,75200
r1133,h_34,c_275,2017-06-30 08:56:27,2017-07-25,11:30:00,2017-07-28,4,102000
r1134,h_74,c_275,2018-01-01 21:36:51,2018-01-26,09:00:00,2018-01-28,3,28800
r1135,h_138,c_276,2016-01-17 07:16:55,2016-02-08,11:30:00,2016-02-10,2,38400
r1136,h_48,c_276,2016-06-03 17:29:27,2016-06-22,12:00:00,2016-06-24,3,270000
r1137,h_34,c_277,2016-01-17 12:10:45,2016-02-13,12:00:00,2016-02-14,4,34000
r1138,h_179,c_277,2016-05-30 13:07:29,2016-06-15,12:00:00,2016-06-18,2,33600
r1139,h_215,c_278,2016-02-11 09:01:03,2016-02-27,09:30:00,2016-02-29,2,61600
r1140,h_121,c_278,2016-04-05 21:50:48,2016-04-09,11:00:00,2016-04-11,4,184000
r1141,h_208,c_278,2016-05-01 15:50:05,2016-05-13,12:00:00,2016-05-15,4,71200
r1142,h_260,c_278,2016-10-10 09:22:21,2016-11-04,10:00:00,2016-11-07,1,123000
r1143,h_78,c_278,2017-01-12 15:28:36,2017-01-19,12:00:00,2017-01-20,3,32100
r1144,h_178,c_278,2017-05-08 03:50:28,2017-05-15,11:30:00,2017-05-16,2,42000
r1145,h_130,c_278,2017-09-15 10:12:28,2017-10-04,10:00:00,2017-10-05,4,100800
r1146,h_50,c_278,2018-01-11 02:46:15,2018-01-29,12:30:00,2018-01-31,1,10200
r1147,h_99,c_280,2016-04-08 00:17:11,2016-04-12,11:00:00,2016-04-15,1,67200
r1148,h_32,c_280,2016-09-06 10:34:58,2016-09-22,12:30:00,2016-09-24,4,114400
r1149,h_254,c_280,2016-10-01 00:26:33,2016-10-27,12:30:00,2016-10-30,2,30000
r1150,h_296,c_280,2017-04-08 17:55:39,2017-04-21,09:30:00,2017-04-23,3,103200
r1151,h_126,c_280,2017-08-13 02:10:38,2017-08-23,11:30:00,2017-08-24,2,38200
r1152,h_30,c_280,2017-12-23 11:04:50,2018-01-04,11:30:00,2018-01-07,2,46200
r1153,h_11,c_280,2018-03-23 11:01:14,2018-03-26,11:00:00,2018-03-27,3,112200
r1154,h_283,c_280,2018-06-20 01:36:37,2018-07-07,09:00:00,2018-07-09,2,81200
r1155,h_178,c_281,2016-06-14 10:03:34,2016-07-13,11:00:00,2016-07-15,1,42000
r1156,h_143,c_281,2016-09-12 14:11:36,2016-10-06,11:00:00,2016-10-08,2,79200
r1157,h_49,c_282,2016-01-24 08:57:47,2016-02-04,11:30:00,2016-02-07,1,45900
r1158,h_131,c_282,2016-03-20 19:42:01,2016-04-11,11:00:00,2016-04-14,4,166800
r1159,h_154,c_282,2016-06-30 17:12:12,2016-07-18,12:00:00,2016-07-19,3,29100
r1160,h_72,c_282,2016-12-17 12:15:39,2016-12-28,09:30:00,2016-12-29,4,38800
r1161,h_179,c_282,2017-06-21 00:01:25,2017-07-02,12:30:00,2017-07-04,4,44800
r1162,h_88,c_282,2017-12-13 22:20:08,2018-01-08,11:30:00,2018-01-11,3,218700
r1163,h_60,c_282,2018-03-20 22:40:39,2018-03-23,10:30:00,2018-03-26,1,35100
r1164,h_225,c_282,2018-05-27 15:23:57,2018-06-01,12:30:00,2018-06-04,2,43200
r1165,h_218,c_284,2016-01-13 02:23:36,2016-01-23,12:30:00,2016-01-24,2,42000
r1166,h_121,c_284,2016-02-23 19:02:09,2016-02-24,10:00:00,2016-02-25,3,69000
r1167,h_288,c_284,2016-08-02 00:12:15,2016-08-05,10:00:00,2016-08-07,2,72400
r1168,h_2,c_284,2016-12-09 21:45:40,2016-12-29,09:30:00,2016-12-30,2,52800
r1169,h_179,c_284,2017-06-16 15:40:28,2017-07-13,12:00:00,2017-07-16,3,50400
r1170,h_269,c_285,2016-05-02 05:13:31,2016-05-31,12:30:00,2016-06-03,3,608400
r1171,h_65,c_285,2016-07-31 10:19:19,2016-08-05,12:30:00,2016-08-06,4,33600
r1172,h_50,c_285,2017-01-17 11:15:31,2017-02-04,09:30:00,2017-02-05,2,10200
r1173,h_249,c_285,2017-03-02 02:57:02,2017-03-18,12:00:00,2017-03-21,2,292200
r1174,h_204,c_285,2017-06-11 04:41:52,2017-06-21,10:30:00,2017-06-24,3,108900
r1175,h_273,c_285,2017-12-03 15:14:45,2017-12-30,10:00:00,2018-01-02,1,134700
r1176,h_154,c_287,2016-04-18 11:51:58,2016-05-18,09:30:00,2016-05-19,2,19400
r1177,h_229,c_287,2016-10-10 01:48:16,2016-11-08,09:00:00,2016-11-11,4,88800
r1178,h_119,c_287,2016-12-02 17:56:10,2016-12-16,10:30:00,2016-12-19,3,59400
r1179,h_237,c_288,2016-02-28 11:18:00,2016-03-06,09:00:00,2016-03-08,4,82400
r1180,h_250,c_288,2016-07-23 14:17:11,2016-08-02,12:30:00,2016-08-04,4,206400
r1181,h_52,c_288,2016-08-21 13:24:34,2016-08-25,12:00:00,2016-08-28,2,162600
r1182,h_97,c_288,2016-10-23 03:31:16,2016-11-19,09:00:00,2016-11-20,1,20900
r1183,h_49,c_288,2017-05-08 16:26:41,2017-05-14,11:00:00,2017-05-15,2,30600
r1184,h_199,c_288,2017-08-15 14:33:17,2017-08-25,09:00:00,2017-08-27,4,145600
r1185,h_178,c_288,2018-01-03 14:52:08,2018-02-02,09:00:00,2018-02-03,4,84000
r1186,h_237,c_288,2018-04-21 13:15:11,2018-04-25,09:00:00,2018-04-27,2,41200
r1187,h_101,c_289,2016-03-09 02:50:31,2016-04-06,09:00:00,2016-04-09,3,126000
r1188,h_78,c_289,2016-08-10 00:04:57,2016-08-16,09:30:00,2016-08-18,3,64200
r1189,h_272,c_289,2016-10-03 04:38:28,2016-10-05,12:30:00,2016-10-08,3,255600
r1190,h_38,c_289,2017-03-14 12:09:42,2017-03-25,09:00:00,2017-03-27,2,224000
r1191,h_71,c_289,2017-09-17 07:43:45,2017-10-11,12:30:00,2017-10-14,1,69000
r1192,h_19,c_289,2018-01-23 20:44:23,2018-01-26,11:00:00,2018-01-28,4,96000
r1193,h_220,c_289,2018-03-02 12:43:16,2018-03-29,12:30:00,2018-04-01,1,37200
r1194,h_59,c_291,2016-04-21 19:47:12,2016-05-06,10:30:00,2016-05-07,4,99200
r1195,h_277,c_291,2016-08-03 06:58:33,2016-08-17,09:30:00,2016-08-18,3,39300
r1196,h_52,c_291,2016-08-24 14:02:46,2016-09-08,11:00:00,2016-09-09,1,27100
r1197,h_185,c_291,2016-12-28 19:01:55,2017-01-18,12:30:00,2017-01-21,3,86400
r1198,h_27,c_291,2017-04-20 13:32:51,2017-05-11,10:30:00,2017-05-12,3,56100
r1199,h_117,c_292,2016-03-03 03:39:13,2016-03-15,12:00:00,2016-03-16,4,58800
r1200,h_207,c_294,2016-06-05 19:44:15,2016-06-29,10:30:00,2016-06-30,4,35200
r1201,h_61,c_294,2016-09-05 13:50:55,2016-09-07,10:30:00,2016-09-09,4,598400
r1202,h_163,c_294,2017-01-27 09:09:54,2017-01-27,11:30:00,2017-01-30,3,192600
r1203,h_205,c_294,2017-02-06 17:47:04,2017-02-21,12:00:00,2017-02-24,2,42600
r1204,h_195,c_294,2017-06-17 03:57:33,2017-07-06,09:00:00,2017-07-09,3,451800
r1205,h_139,c_294,2018-01-02 05:14:59,2018-01-30,10:00:00,2018-01-31,4,63200
r1206,h_299,c_295,2016-05-05 07:04:15,2016-05-12,10:30:00,2016-05-13,1,24200
r1207,h_90,c_295,2016-07-15 05:18:01,2016-08-09,09:00:00,2016-08-12,3,72000
r1208,h_89,c_295,2016-11-01 17:01:27,2016-11-18,12:00:00,2016-11-21,3,79200
r1209,h_162,c_295,2017-04-28 23:23:04,2017-05-23,11:30:00,2017-05-26,3,94500
r1210,h_290,c_295,2017-11-11 20:09:12,2017-12-03,09:00:00,2017-12-05,3,95400
r1211,h_193,c_296,2016-02-02 09:37:03,2016-02-06,11:00:00,2016-02-08,1,117000
r1212,h_69,c_296,2016-04-26 20:55:02,2016-05-06,10:00:00,2016-05-07,4,40800
r1213,h_195,c_296,2016-05-21 14:14:41,2016-06-05,10:30:00,2016-06-06,1,50200
r1214,h_37,c_296,2016-08-31 12:28:59,2016-09-08,12:00:00,2016-09-10,3,150600
r1215,h_181,c_297,2016-01-22 22:49:03,2016-01-30,10:30:00,2016-02-01,1,16800
r1216,h_240,c_297,2016-06-01 14:33:48,2016-06-09,09:30:00,2016-06-12,3,240300
r1217,h_65,c_297,2016-10-05 12:20:52,2016-10-31,12:30:00,2016-11-02,3,50400
r1218,h_198,c_298,2016-01-20 08:02:05,2016-02-08,10:30:00,2016-02-09,1,19300
r1219,h_268,c_298,2016-02-18 08:20:18,2016-02-27,11:00:00,2016-02-29,1,40800
r1220,h_204,c_298,2016-05-12 01:24:15,2016-05-22,12:30:00,2016-05-23,2,24200
r1221,h_100,c_298,2016-07-28 09:25:52,2016-08-04,12:30:00,2016-08-07,2,28800
r1222,h_31,c_298,2016-11-04 00:04:52,2016-11-05,10:30:00,2016-11-07,1,35200
r1223,h_19,c_299,2016-06-19 12:00:31,2016-06-23,11:00:00,2016-06-25,3,72000
r1224,h_239,c_299,2016-11-02 12:41:33,2016-11-22,10:30:00,2016-11-24,2,226000
r1225,h_11,c_300,2016-04-12 08:15:16,2016-05-11,11:00:00,2016-05-12,4,149600
r1226,h_176,c_300,2016-09-19 22:11:19,2016-10-14,09:30:00,2016-10-16,4,139200
r1227,h_132,c_300,2017-01-11 19:24:01,2017-02-06,11:00:00,2017-02-07,2,40800
r1228,h_21,c_300,2017-04-18 15:15:49,2017-04-27,09:00:00,2017-04-29,3,67200
r1229,h_128,c_300,2017-08-19 00:41:20,2017-09-06,12:00:00,2017-09-09,2,55200
r1230,h_155,c_300,2017-12-24 19:16:34,2018-01-19,11:00:00,2018-01-22,2,144600
r1231,h_192,c_300,2018-06-25 08:22:58,2018-07-04,12:30:00,2018-07-07,2,90000
r1232,h_137,c_301,2016-06-03 03:00:03,2016-06-09,11:00:00,2016-06-11,3,37200
r1233,h_95,c_301,2016-11-05 17:39:34,2016-11-19,11:30:00,2016-11-20,1,43200
r1234,h_293,c_301,2017-04-06 05:40:04,2017-04-20,12:00:00,2017-04-23,1,92400
r1235,h_222,c_301,2017-08-13 11:55:44,2017-09-03,09:30:00,2017-09-06,1,60000
r1236,h_205,c_301,2018-03-02 23:26:26,2018-03-25,12:30:00,2018-03-27,4,56800
r1237,h_296,c_301,2018-09-22 23:11:42,2018-09-23,10:30:00,2018-09-24,3,51600
r1238,h_216,c_301,2019-01-10 10:56:32,2019-01-30,09:00:00,2019-02-01,1,38600
r1239,h_253,c_303,2016-02-21 14:42:31,2016-02-27,10:00:00,2016-02-28,4,20800
r1240,h_246,c_303,2016-06-19 03:21:11,2016-06-20,11:30:00,2016-06-22,2,155200
r1241,h_174,c_303,2016-10-07 06:37:27,2016-10-21,10:30:00,2016-10-24,4,264000
r1242,h_71,c_303,2017-02-10 10:02:22,2017-02-25,09:00:00,2017-02-28,4,276000
r1243,h_71,c_303,2017-08-16 14:17:25,2017-08-17,12:00:00,2017-08-20,4,276000
r1244,h_296,c_303,2017-10-04 13:44:41,2017-10-23,12:30:00,2017-10-25,4,137600
r1245,h_145,c_304,2016-02-27 01:48:54,2016-03-12,10:30:00,2016-03-15,1,56400
r1246,h_24,c_304,2016-04-09 04:14:08,2016-04-13,09:00:00,2016-04-15,4,36800
r1247,h_127,c_304,2016-04-16 06:17:30,2016-05-05,11:00:00,2016-05-08,1,126000
r1248,h_268,c_304,2016-08-12 02:03:13,2016-08-31,10:30:00,2016-09-02,1,40800
r1249,h_295,c_304,2017-02-08 19:22:45,2017-02-28,09:00:00,2017-03-01,1,5600
r1250,h_157,c_304,2017-04-20 22:12:02,2017-05-10,11:00:00,2017-05-12,4,276800
r1251,h_70,c_304,2017-09-16 07:47:29,2017-10-15,12:00:00,2017-10-17,4,62400
r1252,h_35,c_305,2016-02-13 21:34:16,2016-02-14,11:30:00,2016-02-15,4,14000
r1253,h_31,c_305,2016-03-01 07:45:21,2016-03-25,09:30:00,2016-03-27,4,140800
r1254,h_28,c_305,2016-06-29 08:12:24,2016-07-12,12:30:00,2016-07-13,1,5700
r1255,h_148,c_305,2016-09-12 15:32:03,2016-10-11,11:30:00,2016-10-12,4,39200
r1256,h_144,c_305,2016-12-15 13:40:58,2017-01-07,12:30:00,2017-01-10,2,60000
r1257,h_162,c_305,2017-06-08 17:40:19,2017-06-16,11:00:00,2017-06-17,1,10500
r1258,h_124,c_306,2016-02-09 06:38:02,2016-02-14,09:30:00,2016-02-15,3,199800
r1259,h_54,c_306,2016-02-24 23:38:41,2016-03-25,10:30:00,2016-03-26,1,12800
r1260,h_269,c_306,2016-06-06 14:18:15,2016-06-26,12:30:00,2016-06-28,4,540800
r1261,h_46,c_307,2016-05-28 05:40:28,2016-06-13,11:00:00,2016-06-14,2,37000
r1262,h_54,c_307,2016-06-17 03:36:14,2016-06-18,12:30:00,2016-06-19,4,51200
r1263,h_210,c_307,2016-06-27 18:44:36,2016-07-14,11:00:00,2016-07-16,3,58200
r1264,h_90,c_308,2016-05-13 12:48:06,2016-05-30,10:30:00,2016-06-02,3,72000
r1265,h_222,c_308,2016-09-17 08:55:10,2016-10-10,09:00:00,2016-10-11,3,60000
r1266,h_182,c_308,2016-12-17 04:43:21,2017-01-07,11:00:00,2017-01-10,1,46500
r1267,h_31,c_308,2017-07-08 12:55:14,2017-08-04,12:00:00,2017-08-06,2,70400
r1268,h_106,c_308,2017-11-03 18:16:15,2017-11-28,10:00:00,2017-11-30,1,44400
r1269,h_138,c_309,2016-03-14 13:57:45,2016-03-26,11:30:00,2016-03-29,4,115200
r1270,h_127,c_310,2016-06-12 22:58:37,2016-07-05,11:00:00,2016-07-07,1,84000
r1271,h_170,c_310,2016-09-06 10:26:59,2016-09-10,09:00:00,2016-09-13,1,74100
r1272,h_297,c_310,2016-10-15 20:31:01,2016-10-26,11:00:00,2016-10-28,1,60000
r1273,h_155,c_310,2017-03-14 20:48:00,2017-03-30,12:30:00,2017-04-01,4,192800
r1274,h_143,c_310,2017-07-21 14:57:21,2017-08-05,11:30:00,2017-08-08,4,237600
r1275,h_43,c_310,2018-01-26 00:20:20,2018-01-27,09:00:00,2018-01-29,3,108600
r1276,h_75,c_311,2016-01-23 08:29:32,2016-02-05,12:00:00,2016-02-07,4,64800
r1277,h_227,c_311,2016-03-11 12:17:58,2016-03-11,12:30:00,2016-03-12,4,31600
r1278,h_293,c_311,2016-07-26 13:15:10,2016-08-17,10:00:00,2016-08-20,4,369600
r1279,h_295,c_311,2017-02-04 06:50:09,2017-02-07,10:00:00,2017-02-08,3,16800
r1280,h_112,c_311,2017-07-16 03:54:51,2017-07-31,12:00:00,2017-08-01,3,117000
r1281,h_196,c_311,2018-01-25 07:29:16,2018-02-12,10:00:00,2018-02-13,2,47000
r1282,h_154,c_312,2016-06-01 15:44:46,2016-06-22,11:00:00,2016-06-24,4,77600
r1283,h_100,c_313,2016-06-19 03:18:06,2016-07-08,09:30:00,2016-07-10,4,38400
r1284,h_144,c_313,2016-09-11 14:33:54,2016-09-29,11:30:00,2016-10-02,2,60000
r1285,h_72,c_313,2016-12-02 06:47:30,2016-12-04,09:00:00,2016-12-05,1,9700
r1286,h_82,c_313,2017-02-23 05:11:50,2017-03-24,12:30:00,2017-03-26,3,76200
r1287,h_154,c_313,2017-09-02 21:35:16,2017-09-06,11:00:00,2017-09-09,4,116400
r1288,h_247,c_314,2016-04-19 19:34:18,2016-04-23,12:30:00,2016-04-25,1,142400
r1289,h_156,c_314,2016-07-09 18:33:37,2016-07-27,11:30:00,2016-07-28,3,55200
r1290,h_185,c_314,2016-12-27 15:43:07,2017-01-26,11:30:00,2017-01-28,3,57600
r1291,h_124,c_315,2016-02-04 02:26:55,2016-02-12,12:30:00,2016-02-15,1,199800
r1292,h_154,c_315,2016-08-08 14:39:53,2016-08-08,10:00:00,2016-08-11,2,58200
r1293,h_154,c_315,2017-02-02 15:20:49,2017-02-14,12:00:00,2017-02-15,1,9700
r1294,h_54,c_315,2017-03-22 03:04:45,2017-04-19,12:00:00,2017-04-22,2,76800
r1295,h_41,c_315,2017-09-30 03:34:02,2017-10-01,11:30:00,2017-10-03,3,23400
r1296,h_249,c_316,2016-02-20 20:24:18,2016-03-01,11:30:00,2016-03-03,4,389600
r1297,h_37,c_316,2016-04-19 22:50:49,2016-05-12,10:00:00,2016-05-13,3,75300
r1298,h_78,c_316,2016-05-29 07:51:40,2016-06-04,10:00:00,2016-06-05,3,32100
r1299,h_152,c_316,2016-07-02 05:35:40,2016-07-05,09:00:00,2016-07-06,3,50700
r1300,h_223,c_316,2016-09-05 05:30:36,2016-10-01,10:30:00,2016-10-04,2,411000
r1301,h_56,c_316,2017-01-27 21:30:13,2017-02-23,09:00:00,2017-02-25,3,191400
r1302,h_184,c_316,2017-03-26 18:03:44,2017-04-23,12:00:00,2017-04-25,1,39800
r1303,h_227,c_317,2016-02-11 19:57:33,2016-03-04,11:30:00,2016-03-07,3,71100
r1304,h_78,c_317,2016-06-06 19:41:25,2016-06-25,10:30:00,2016-06-27,3,64200
r1305,h_15,c_317,2016-11-26 10:26:34,2016-12-01,10:00:00,2016-12-04,1,12900
r1306,h_272,c_317,2017-01-29 01:40:52,2017-01-31,09:00:00,2017-02-01,4,113600
r1307,h_113,c_317,2017-03-19 19:41:03,2017-04-17,10:30:00,2017-04-18,3,57900
r1308,h_152,c_319,2016-01-28 04:51:19,2016-02-21,09:30:00,2016-02-23,4,135200
r1309,h_78,c_320,2016-04-25 14:43:25,2016-05-11,11:30:00,2016-05-12,4,42800
r1310,h_271,c_320,2016-08-30 02:56:55,2016-09-19,09:30:00,2016-09-21,2,34800
r1311,h_204,c_321,2016-04-21 21:21:31,2016-05-10,10:00:00,2016-05-12,1,24200
r1312,h_187,c_321,2016-07-23 14:24:16,2016-08-22,11:00:00,2016-08-24,3,109800
r1313,h_164,c_321,2016-12-18 19:55:38,2016-12-18,10:30:00,2016-12-19,1,12700
r1314,h_14,c_321,2017-02-10 06:25:05,2017-03-05,09:00:00,2017-03-08,4,92400
r1315,h_198,c_321,2017-04-06 02:49:10,2017-04-07,10:30:00,2017-04-10,1,57900
r1316,h_160,c_323,2016-06-29 20:24:50,2016-07-11,11:00:00,2016-07-14,4,148800
r1317,h_18,c_323,2017-01-07 10:48:05,2017-01-30,09:00:00,2017-01-31,1,27800
r1318,h_279,c_324,2016-05-30 23:46:44,2016-06-14,12:00:00,2016-06-17,3,56700
r1319,h_264,c_324,2016-08-29 16:45:14,2016-09-08,09:30:00,2016-09-09,1,13100
r1320,h_151,c_324,2016-10-07 23:16:43,2016-10-26,11:00:00,2016-10-27,3,124500
r1321,h_220,c_324,2016-12-05 06:04:46,2017-01-02,09:30:00,2017-01-04,4,99200
r1322,h_62,c_324,2017-02-15 10:50:31,2017-02-27,11:30:00,2017-03-01,4,374400
r1323,h_65,c_324,2017-07-04 21:44:46,2017-07-20,12:30:00,2017-07-21,3,25200
r1324,h_130,c_324,2017-11-02 12:10:51,2017-11-27,11:00:00,2017-11-30,2,151200
r1325,h_215,c_325,2016-05-06 12:35:49,2016-06-01,10:30:00,2016-06-02,2,30800
r1326,h_99,c_325,2016-08-09 02:44:32,2016-08-09,12:30:00,2016-08-11,2,89600
r1327,h_280,c_325,2017-01-24 08:55:42,2017-01-29,09:30:00,2017-01-30,2,12600
r1328,h_277,c_325,2017-02-11 17:34:03,2017-02-12,09:30:00,2017-02-13,4,52400
r1329,h_77,c_325,2017-04-26 10:34:01,2017-05-12,10:30:00,2017-05-14,1,88400
r1330,h_275,c_326,2016-06-17 13:42:18,2016-06-18,12:30:00,2016-06-21,1,55800
r1331,h_172,c_326,2016-08-11 05:39:39,2016-08-21,10:00:00,2016-08-23,4,128000
r1332,h_62,c_326,2016-09-03 05:14:26,2016-09-18,09:30:00,2016-09-19,1,46800
r1333,h_144,c_326,2017-01-04 21:59:35,2017-01-24,12:00:00,2017-01-25,4,40000
r1334,h_228,c_326,2017-03-18 16:09:34,2017-03-29,09:30:00,2017-03-31,1,15400
r1335,h_259,c_326,2017-08-28 15:36:03,2017-09-16,09:00:00,2017-09-17,1,58400
r1336,h_183,c_326,2017-12-16 15:30:46,2018-01-08,09:30:00,2018-01-09,1,9900
r1337,h_280,c_326,2018-04-24 11:18:27,2018-05-11,10:00:00,2018-05-13,2,25200
r1338,h_191,c_327,2016-04-30 05:35:34,2016-05-14,09:30:00,2016-05-16,3,247800
r1339,h_201,c_327,2016-07-12 00:58:18,2016-08-06,10:00:00,2016-08-08,1,17800
r1340,h_65,c_327,2016-09-05 18:02:00,2016-09-21,10:00:00,2016-09-23,4,67200
r1341,h_114,c_327,2016-11-27 04:18:15,2016-12-07,09:30:00,2016-12-09,1,38400
r1342,h_287,c_327,2016-12-19 17:43:24,2016-12-28,12:00:00,2016-12-31,3,130500
r1343,h_221,c_328,2016-02-27 05:06:06,2016-03-23,11:30:00,2016-03-24,1,5500
r1344,h_23,c_328,2016-09-12 15:42:33,2016-10-07,11:00:00,2016-10-08,3,195300
r1345,h_77,c_328,2017-02-28 08:04:55,2017-03-19,10:30:00,2017-03-21,2,176800
r1346,h_127,c_328,2017-07-21 10:27:30,2017-07-25,12:30:00,2017-07-28,1,126000
r1347,h_226,c_328,2017-12-13 21:08:44,2018-01-07,12:00:00,2018-01-09,3,57600
r1348,h_51,c_328,2018-01-24 10:32:02,2018-02-16,11:30:00,2018-02-18,4,107200
r1349,h_20,c_329,2016-05-07 00:29:29,2016-05-10,10:30:00,2016-05-12,3,42600
r1350,h_83,c_330,2016-04-30 00:23:15,2016-05-21,10:30:00,2016-05-24,2,373200
r1351,h_9,c_331,2016-05-24 07:11:21,2016-06-06,11:00:00,2016-06-07,1,31400
r1352,h_120,c_331,2016-06-23 01:37:58,2016-07-16,09:30:00,2016-07-17,2,86800
r1353,h_46,c_332,2016-02-06 12:45:42,2016-03-07,09:30:00,2016-03-09,1,37000
r1354,h_44,c_332,2016-08-30 09:31:04,2016-09-14,11:30:00,2016-09-15,4,19600
r1355,h_45,c_332,2016-09-28 16:40:20,2016-09-28,12:30:00,2016-09-30,1,20000
r1356,h_156,c_332,2017-01-16 19:17:27,2017-02-12,09:30:00,2017-02-14,1,36800
r1357,h_208,c_332,2017-05-26 04:46:36,2017-06-21,11:00:00,2017-06-22,3,26700
r1358,h_211,c_333,2016-01-04 10:52:28,2016-01-09,11:00:00,2016-01-11,4,84000
r1359,h_247,c_333,2016-06-15 18:00:17,2016-06-15,10:30:00,2016-06-18,3,640800
r1360,h_148,c_334,2016-03-31 21:07:29,2016-04-04,09:00:00,2016-04-07,2,58800
r1361,h_275,c_335,2016-03-13 12:22:53,2016-03-28,09:00:00,2016-03-29,2,37200
r1362,h_263,c_335,2016-08-23 22:58:11,2016-08-29,10:30:00,2016-09-01,3,206100
r1363,h_105,c_335,2016-11-20 14:31:31,2016-12-19,09:00:00,2016-12-21,4,82400
r1364,h_286,c_335,2017-03-10 01:09:28,2017-03-11,10:30:00,2017-03-14,2,133200
r1365,h_92,c_335,2017-07-19 04:58:52,2017-08-10,09:30:00,2017-08-12,3,206400
r1366,h_156,c_336,2016-04-19 19:37:06,2016-05-08,10:30:00,2016-05-10,3,110400
r1367,h_98,c_336,2016-07-19 22:52:15,2016-08-13,09:00:00,2016-08-16,2,113400
r1368,h_157,c_336,2017-01-01 00:06:04,2017-01-31,10:30:00,2017-02-03,3,311400
r1369,h_85,c_336,2017-07-09 07:16:08,2017-07-19,09:00:00,2017-07-22,2,129000
r1370,h_234,c_336,2017-10-22 00:21:07,2017-11-20,11:30:00,2017-11-21,3,16800
r1371,h_144,c_336,2017-12-12 17:43:59,2017-12-18,09:30:00,2017-12-21,2,60000
r1372,h_99,c_336,2018-06-15 07:16:19,2018-07-11,10:00:00,2018-07-13,2,89600
r1373,h_241,c_336,2018-09-17 18:19:09,2018-10-01,11:00:00,2018-10-04,1,18000
r1374,h_61,c_337,2016-04-26 21:17:40,2016-05-20,11:30:00,2016-05-22,1,149600
r1375,h_169,c_337,2016-08-30 21:17:49,2016-09-14,10:30:00,2016-09-17,4,100800
r1376,h_36,c_337,2017-02-10 04:15:08,2017-02-18,10:30:00,2017-02-21,2,181800
r1377,h_4,c_337,2017-06-06 12:15:36,2017-06-12,11:30:00,2017-06-13,2,10400
r1378,h_7,c_337,2017-08-25 10:33:45,2017-08-27,09:00:00,2017-08-29,4,151200
r1379,h_6,c_337,2017-10-19 02:21:11,2017-10-26,10:00:00,2017-10-27,3,148500
r1380,h_136,c_337,2018-04-09 19:31:38,2018-05-05,10:30:00,2018-05-06,3,62100
r1381,h_236,c_337,2018-09-27 03:56:29,2018-10-18,09:30:00,2018-10-20,4,124000
r1382,h_23,c_338,2016-03-24 20:27:45,2016-04-01,12:30:00,2016-04-02,2,130200
r1383,h_218,c_338,2016-09-15 22:56:16,2016-09-26,09:00:00,2016-09-27,2,42000
r1384,h_49,c_338,2017-01-26 19:42:20,2017-02-19,09:30:00,2017-02-22,4,183600
r1385,h_72,c_339,2016-01-28 11:55:04,2016-02-10,12:00:00,2016-02-11,2,19400
r1386,h_202,c_339,2016-06-23 07:05:12,2016-07-20,11:00:00,2016-07-22,2,58000
r1387,h_111,c_339,2016-08-14 05:58:45,2016-08-14,09:00:00,2016-08-16,2,174400
r1388,h_3,c_339,2016-10-18 09:39:47,2016-10-25,10:00:00,2016-10-28,3,371700
r1389,h_115,c_340,2016-02-20 02:35:01,2016-02-22,12:30:00,2016-02-24,2,164000
r1390,h_131,c_340,2016-05-02 22:43:44,2016-05-14,11:30:00,2016-05-16,3,83400
r1391,h_6,c_340,2016-07-05 11:32:02,2016-07-20,10:30:00,2016-07-21,2,99000
r1392,h_181,c_340,2016-09-12 18:10:11,2016-09-23,09:30:00,2016-09-24,1,8400
r1393,h_223,c_340,2016-12-01 13:52:05,2016-12-02,10:00:00,2016-12-03,4,274000
